contig	Sample_ERR10036468	Sample_ERR10036469	Sample_ERR10036470
c_000000005826	206.9286484156068	0.5811597327010132	0
c_000000005832	5.678881388621022	0	0
c_000000005835	30.241276171485545	1094.074775672981	0
c_000000005851	261.44129032258064	0.2906451612903226	0
c_000000005855	1.1128512206356518	22.526946107784433	0
c_000000005863	0.6509259796806967	13.233985486211902	0
c_000000005906	10.789883268482491	0	0
c_000000005944	14.27029520295203	450.47463099630994	0
c_000000005959	448.3681592039801	557.7004975124378	173.2417910447761
c_000000005974	13.17222476016446	430.1174052078575	0
c_000000005977	1003.9958047292143	782.395881006865	3.4874141876430205
c_000000005981	3.939491900628975	11.035384236972487	0
c_000000005982	32.36179410970008	26.586868413942177	0
c_000000005989	0.8962988826815642	19.59729981378026	0.06983240223463687
c_000000005990	52.233836206896555	1728.117816091954	0
c_000000006011	6.589053803339517	0	0
c_000000006019	13.607392607392608	0	0
c_000000006028	10.110989611809732	0	0
c_000000006030	0.5008291873963516	4.988391376451078	0
c_000000006031	9.607799852832965	0	0
c_000000006035	154.10450450450452	5495.195795795796	0
c_000000006057	17.42485055508113	0	0
c_000000006063	9.331460674157304	0	0
c_000000006072	4.200751879699248	6.325563909774436	0
c_000000006078	12.582799634034767	0.5526075022872827	0.6861848124428179
c_000000006112	2.924600152322925	38.93221629855293	0
c_000000006114	7.6438223938223935	185.22586872586874	0
c_000000006136	11.292093704245973	0.22108345534407028	0
c_000000006137	447.8535630383712	283.42364917776035	0
c_000000006151	5.476510067114094	0	0
c_000000006159	15.981157469717362	0.1016150740242261	0
c_000000006165	0.28612167300380226	61.11787072243346	0
c_000000006167	4.430317848410758	2.9535452322738385	0
c_000000006174	7.973247232472325	432.80258302583024	0
c_000000006175	2.1450133175495707	33.45368452204794	0
c_000000006178	11.801131008482564	0.8539114043355325	0
c_000000006179	13.786071205496565	0	0
c_000000006186	24.358757062146893	763.2363465160075	0
c_000000006189	50.07948555766393	0.09550917141049968	0
c_000000006191	1.8533579790511399	13.063462723351817	0
c_000000006195	3.6182108626198084	2.7332268370607027	0
c_000000006197	2.729288975864318	3.6301369863013697	0
c_000000006209	6.077316293929712	32.69968051118211	0
c_000000006220	9.231132075471699	0	0
c_000000006233	12.153252480705623	0	0
c_000000006253	14.07725321888412	0	0
c_000000006258	2.7760338062179293	59.61183217627528	0
c_000000006261	10.594399277326106	322.0686540198735	0
c_000000006283	28.592807424593968	1244.4899458623356	0
c_000000006285	7.437915742793791	0	0.1662971175166297
c_000000006296	81.37966398831264	2767.058787436085	0
c_000000006307	1.18292247231154	20.070739549839228	0
c_000000006319	77.23781541652264	2619.2291738679573	0
c_000000006325	54.28066998641919	147.73607967406065	0
c_000000006330	7464.13141025641	9915.819102564103	0.038461538461538464
c_000000006349	7.934875534322353	0.07593663565501635	0
c_000000006350	7102.5149082568805	9818.9500327654	0.0982961992136304
c_000000006389	5.613945578231292	0.2568027210884354	0.25510204081632654
